name, hostname, number_of_stars (int), number_of_planets (int), orbital_period (_days), orbit_semimajor_axis (_au),radius_vs_Earth (float),mass_vs_Earth (float),eccentricity (float), insolation_flux (float), equilibrium_temperature (_K),distance (_pc)
CoRoT-11 b,CoRoT-11,1,1,,,,,,,,655.03700000
CoRoT-12 b,CoRoT-12,1,1,2.82804100000,,,,,,,1126.37000000
CoRoT-12 b,CoRoT-12,1,1,2.82803914989,,17.76037065,,,661.1334,1293.28,1126.37000000
CoRoT-12 b,CoRoT-12,1,1,2.82804200000,0.0394000000,15.13215000,281.91521000,,,1410.00,1126.37000000
CoRoT-12 b,CoRoT-12,1,1,2.82804200000,0.0401600000,16.14000000,291.43800000,0.070000,,1442.00,1126.37000000
CoRoT-12 b,CoRoT-12,1,1,2.82805268000,0.0392000000,15.06489600,277.46559000,,,1417.00,1126.37000000
CoRoT-12 b,CoRoT-12,1,1,2.82804200000,0.0401300000,16.14096000,290.81445000,0.050000,,,1126.37000000
CoRoT-13 b,CoRoT-13,1,1,4.03519000000,0.0510000000,14.03366800,416.99296000,,,1432.00,1148.93000000
CoRoT-13 b,CoRoT-13,1,1,4.03519000000,0.0510700000,9.91996500,423.03173000,0.067000,,,1148.93000000
CoRoT-13 b,CoRoT-13,1,1,4.03515000000,,,,,,,1148.93000000
CoRoT-13 b,CoRoT-13,1,1,4.03504443843,,12.53306062,,,546.5339,1233.17,1148.93000000
CoRoT-13 b,CoRoT-13,1,1,4.03519000000,0.0510000000,9.92000000,415.70400000,0.000000,,1700.00,1148.93000000
CoRoT-14 b,CoRoT-14,1,1,1.51214000000,0.0269100000,12.21781000,2358.29860000,0.036000,,,1744.60000000
CoRoT-14 b,CoRoT-14,1,1,1.51214000000,0.0268700000,11.41076200,2437.75610000,,,1936.00,1744.60000000
CoRoT-14 b,CoRoT-14,1,1,1.51214000000,0.0270000000,12.22000000,2415.40000000,0.000000,,1952.00,1744.60000000
CoRoT-16 b,CoRoT-16,1,1,5.35227000000,0.0618000000,13.11453000,168.13207000,0.370000,,,732.40900000
CoRoT-16 b,CoRoT-16,1,1,5.35227000000,0.0618000000,13.11000000,170.03200000,0.330000,,,732.40900000
CoRoT-17 b,CoRoT-17,1,1,3.76810000000,0.0481000000,11.43318000,765.97030000,0.081000,,,1176.12000000
CoRoT-17 b,CoRoT-17,1,1,3.76810000000,0.0481000000,11.28746300,781.86180000,,,1610.00,1176.12000000
CoRoT-17 b,CoRoT-17,1,1,3.76810000000,0.0461000000,11.43000000,772.29000000,0.000000,,1626.00,1176.12000000
CoRoT-18 b,CoRoT-18,1,1,1.90006930000,0.0295000000,14.68379000,1099.69180000,0.025000,,,764.88900000
CoRoT-18 b,CoRoT-18,1,1,1.90007690000,,,,,,,764.88900000
CoRoT-18 b,CoRoT-18,1,1,1.90006930000,0.0295000000,14.68000000,1102.82000000,0.080000,,1550.00,764.88900000
CoRoT-18 b,CoRoT-18,1,1,1.90009000000,0.0288000000,12.84551400,1048.83900000,,,1487.00,764.88900000
CoRoT-18 b,CoRoT-18,1,1,1.90008624739,,15.04962078,,,823.7009,1366.35,764.88900000
CoRoT-18 b,CoRoT-18,1,1,1.90006930000,0.0286000000,14.02245900,1039.30410000,,,1490.00,764.88900000
CoRoT-19 b,CoRoT-19,1,1,3.89713100000,,,,,,,790.66300000
CoRoT-19 b,CoRoT-19,1,1,3.89713790000,,,,,,,790.66300000
CoRoT-19 b,CoRoT-19,1,1,3.89712026062,,13.49322275,,,1103.8090,1470.09,790.66300000
CoRoT-19 b,CoRoT-19,1,1,3.89713000000,0.0518000000,14.46000000,352.78000000,0.047000,,2000.00,790.66300000
CoRoT-19 b,CoRoT-19,1,1,3.89713000000,0.0512000000,13.33871000,346.43470000,,,1630.00,790.66300000
CoRoT-19 b,CoRoT-19,1,1,3.89713000000,0.0516600000,14.45961000,367.09365000,0.056000,,,790.66300000
CoRoT-2 b,CoRoT-2,2,1,1.74299640000,0.0281000000,16.42116000,1051.97300000,0.000000,,,213.28300000
CoRoT-2 b,CoRoT-2,2,1,1.74299350000,0.0279800000,16.43200000,1102.82000000,0.014300,,,213.28300000
CoRoT-2 b,CoRoT-2,2,1,1.74299673000,,,,,,,213.28300000
CoRoT-2 b,CoRoT-2,2,1,1.74299906000,,,,,,,213.28300000
CoRoT-2 b,CoRoT-2,2,1,1.74299705000,,,,,,,213.28300000
CoRoT-2 b,CoRoT-2,2,1,1.74300000000,,,,,,,213.28300000
CoRoT-2 b,CoRoT-2,2,1,1.74299350000,0.0283500000,16.36514000,1134.65310000,,,1521.00,213.28300000
CoRoT-2 b,CoRoT-2,2,1,1.74299350000,0.0285400000,16.47723000,1150.54460000,,,1548.00,213.28300000
CoRoT-2 b,CoRoT-2,2,1,1.74299609000,,16.53327500,,,,,213.28300000
CoRoT-2 b,CoRoT-2,2,1,1.74299750000,,15.84952600,1052.01730000,0.000000,,1535.00,213.28300000
CoRoT-2 b,CoRoT-2,2,1,1.74299700000,,,,,,,213.28300000
CoRoT-2 b,CoRoT-2,2,1,1.74301433466,,16.92270968,,,932.9076,1409.55,213.28300000
CoRoT-2 b,CoRoT-2,2,1,1.74299673000,0.0281000000,16.43239400,1048.83900000,0.024000,,,213.28300000
CoRoT-20 b,CoRoT-20,1,2,9.24323029360,,15.39650566,,,180.8704,935.32,844.06100000
CoRoT-20 b,CoRoT-20,1,2,9.24318000000,0.0891000000,11.20900000,1315.81620000,,,1024.00,844.06100000
CoRoT-20 b,CoRoT-20,1,2,9.24285000000,0.0901000000,9.41556000,1344.42090000,0.575000,,,844.06100000
CoRoT-20 b,CoRoT-20,1,2,9.24285000000,0.0892000000,13.00244000,1608.21980000,,,1100.00,844.06100000
CoRoT-20 b,CoRoT-20,1,2,9.24285000000,0.0900000000,,1366.66900000,0.590000,,,844.06100000
CoRoT-20 b,CoRoT-20,1,2,9.24285000000,0.0902000000,9.42000000,1347.54000000,0.562000,,1002.00,844.06100000
CoRoT-20 c,CoRoT-20,1,2,1675.00000000000,2.9000000000,,,0.600000,,,844.06100000
CoRoT-21 b,CoRoT-21,1,1,2.72474000000,0.0416000000,14.57170000,705.58260000,0.390000,,,
CoRoT-21 b,CoRoT-21,1,1,2.72474000000,0.0417000000,14.57170000,718.29580000,0.000000,,,
CoRoT-22 b,CoRoT-22,1,1,9.75598000000,0.0920000000,4.88000000,12.20000000,0.077000,,885.00,627.15800000
CoRoT-23 b,CoRoT-23,1,1,3.63130000000,0.0480000000,11.77000000,889.90000000,0.160000,,1660.00,1060.97000000
CoRoT-23 b,CoRoT-23,1,1,3.63130000000,0.0484000000,11.76945000,982.09470000,0.160000,,,1060.97000000
CoRoT-23 b,CoRoT-23,1,1,3.63130000000,0.0480900000,13.22662000,972.55980000,,,1710.00,1060.97000000
CoRoT-24 b,CoRoT-24,1,2,5.11340000000,0.0560000000,3.70000000,5.70000000,0.000000,,1070.00,591.55500000
CoRoT-24 c,CoRoT-24,1,2,11.75900000000,0.0980000000,5.00000000,28.00000000,0.000000,,850.00,591.55500000
CoRoT-25 b,CoRoT-25,1,1,4.86069000000,0.0578000000,12.11000000,85.81000000,0.000000,,1330.00,1103.48000000
CoRoT-25 b,CoRoT-25,1,1,4.86069000000,0.0578900000,12.10572000,93.12419000,0.220000,,,1103.48000000
CoRoT-26 b,CoRoT-26,1,1,4.20474000000,0.0525000000,14.12334000,184.34140000,0.410000,,,1045.18000000
CoRoT-26 b,CoRoT-26,1,1,4.20474000000,0.0526000000,14.12000000,165.26000000,0.000000,,1600.00,1045.18000000
CoRoT-27 b,CoRoT-27,1,1,3.57532000000,0.0476000000,11.28700000,3302.11000000,0.065000,,1500.00,1010.28000000
CoRoT-27 b,CoRoT-27,1,1,3.57532000000,0.0467000000,11.28746300,3273.64900000,0.034000,,,1010.28000000
CoRoT-28 b,CoRoT-28,1,1,5.20851000000,0.0603000000,10.70459500,153.82972000,0.047000,,,766.18300000
CoRoT-28 b,CoRoT-28,1,1,5.20851000000,0.0590000000,10.70459500,152.87623000,0.071000,,,766.18300000
CoRoT-29 b,CoRoT-29,1,1,2.85057000000,0.0390000000,10.08810000,266.97720000,0.120000,,,806.50700000
CoRoT-29 b,CoRoT-29,1,1,2.85057000000,0.0386000000,10.08810000,270.15550000,0.082000,,,806.50700000
CoRoT-29 b,CoRoT-29,1,1,2.85056150000,,,,,,,806.50700000
CoRoT-3 b,CoRoT-3,1,1,4.25679940000,0.0578300000,11.62373300,6979.54680000,,,1695.00,768.77100000
CoRoT-3 b,CoRoT-3,1,1,4.25679940000,0.0574000000,11.32109000,6814.27520000,0.016000,,,768.77100000
CoRoT-3 b,CoRoT-3,1,1,,,,,,,,768.77100000
CoRoT-3 b,CoRoT-3,1,1,4.25680000000,,11.32000000,6883.91000000,0.000000,,,768.77100000
CoRoT-3 b,CoRoT-3,1,1,4.25679940000,0.0569400000,11.13502060,6747.53090000,0.008000,,,768.77100000
CoRoT-30 b,CoRoT-30,1,1,9.06005000000,0.0844000000,11.30988100,921.70700000,0.007000,,,1032.23000000
CoRoT-31 b,CoRoT-31,1,1,4.62941000000,0.0586000000,16.36514000,266.97720000,0.020000,,,2005.76000000
CoRoT-32 b,CoRoT-32,1,1,6.71837000000,0.0710000000,6.38913000,47.67450000,,132.2600,938.00,576.68300000
CoRoT-32 b,CoRoT-32,1,1,6.71836780000,,,,,,,576.68300000
CoRoT-35 b,CoRoT-35,1,1,3.22748000000,0.0429000000,18.83108758,349.61124770,0.000000,,1747.00,1123.21000000
CoRoT-36 b,CoRoT-36,1,1,5.61653100000,0.0660000000,15.80466279,216.12331676,0.000000,,1567.00,925.95800000
CoRoT-4 b,CoRoT-4,1,1,9.20205000000,0.0900000000,13.34000000,228.83000000,0.000000,,1074.00,726.41200000
CoRoT-4 b,CoRoT-4,1,1,9.20205000000,0.0912000000,13.00244000,232.33373000,,,1058.00,726.41200000
CoRoT-4 b,CoRoT-4,1,1,9.20205000000,0.0902500000,13.33871000,223.43449000,0.140000,,,726.41200000
CoRoT-4 b,CoRoT-4,1,1,9.20164964154,,13.43739593,,,203.9517,963.83,726.41200000
CoRoT-5 b,CoRoT-5,1,1,4.03789620000,0.0494700000,15.55800000,148.42000000,0.090000,,1438.00,882.47200000
CoRoT-5 b,CoRoT-5,1,1,4.03791560000,0.0495000000,14.07850400,145.88397000,,,1397.00,882.47200000
CoRoT-5 b,CoRoT-5,1,1,4.03791560000,,,,,,,882.47200000
CoRoT-5 b,CoRoT-5,1,1,4.03789620000,0.0500400000,13.24903800,149.38010000,,,1348.00,882.47200000
CoRoT-5 b,CoRoT-5,1,1,4.03789620000,0.0496300000,15.55809200,151.92274000,0.087000,,,882.47200000
CoRoT-5 b,CoRoT-5,1,1,4.03790124331,,18.38267405,,,786.2949,1350.57,882.47200000
CoRoT-6 b,CoRoT-6,1,1,8.88662870000,,,,,,,645.29400000
CoRoT-6 b,CoRoT-6,1,1,8.88659300000,0.0855000000,13.06800000,940.74000000,0.100000,,1017.00,645.29400000
CoRoT-6 b,CoRoT-6,1,1,8.88659300000,0.0855000000,13.28266500,940.77680000,,,1025.00,645.29400000
CoRoT-6 b,CoRoT-6,1,1,8.88659300000,0.0854000000,13.06969400,937.59850000,0.180000,,,645.29400000
CoRoT-7 b,CoRoT-7,1,3,0.85358500000,0.0170000000,,4.80000000,0.000000,,,159.90600000
CoRoT-7 b,CoRoT-7,1,3,0.85358500000,0.0169000000,1.86069400,6.99226000,,,1910.00,159.90600000
CoRoT-7 b,CoRoT-7,1,3,0.85359163000,,1.68135000,4.07660518,0.000000,,,159.90600000
CoRoT-7 b,CoRoT-7,1,3,0.85359165000,0.0170000000,,4.73000000,0.120000,,,159.90600000
CoRoT-7 b,CoRoT-7,1,3,0.85400000000,,1.58000000,4.60000000,,,,159.90600000
CoRoT-7 b,CoRoT-7,1,3,0.85359159000,0.0170160000,1.58500000,5.74000000,0.000000,,1756.00,159.90600000
CoRoT-7 b,CoRoT-7,1,3,0.85350000000,,1.52800000,6.05600000,,,,159.90600000
CoRoT-7 b,CoRoT-7,1,3,0.85358500000,0.0172000000,1.68000000,21.00000000,,,,159.90600000
CoRoT-7 c,CoRoT-7,1,3,3.69800000000,0.0460000000,,8.40000000,0.000000,,,159.90600000
CoRoT-7 c,CoRoT-7,1,3,3.70000000000,0.0450000000,,13.56000000,0.120000,,,159.90600000
CoRoT-7 c,CoRoT-7,1,3,3.69700000000,,,13.28900000,,,,159.90600000
CoRoT-7 d,CoRoT-7,1,3,8.96600000000,,,17.14200000,,,,159.90600000
CoRoT-8 b,CoRoT-8,1,1,6.21229000000,0.0630000000,6.39000000,69.92000000,0.000000,,,322.03700000
CoRoT-8 b,CoRoT-8,1,1,6.21238100000,0.0633900000,6.38913000,69.28694000,0.190000,,,322.03700000
CoRoT-8 b,CoRoT-8,1,1,6.21244500000,0.0636000000,6.93837100,69.28694000,,,870.00,322.03700000
CoRoT-8 b,CoRoT-8,1,1,6.21229000000,0.0633000000,7.98080800,68.65128000,,,922.00,322.03700000
CoRoT-9 b,CoRoT-9,2,1,95.27265600000,0.4021000000,11.94879400,266.97720000,0.133000,,420.00,412.98000000
CoRoT-9 b,CoRoT-9,2,1,95.27265600000,0.4029000000,11.94879400,268.88418000,0.134000,,,412.98000000
CoRoT-9 b,CoRoT-9,2,1,95.27380000000,0.4070000000,11.77000000,266.97000000,0.110000,,,412.98000000
CoRoT-9 b,CoRoT-9,2,1,95.27272500000,,,,,,,412.98000000
CoRoT-9 b,CoRoT-9,2,1,95.27380000000,0.4027000000,11.62373300,262.52758000,,,413.00,412.98000000
DE CVn b,DE CVn,2,1,4098.10000000000,5.7500000000,,,0.000000,,,30.52250000
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,246.36000000000,0.3600000000,,9057.77000000,0.345000,,,
DH Tau b,DH Tau,1,1,,330.0000000000,,3496.00000000,,,,134.84600000
DH Tau b,DH Tau,1,1,,,30.26430000,3496.13000000,,,2200.00,134.84600000
DMPP-1 b,DMPP-1,1,4,18.57000000000,0.1462000000,,,0.083000,,877.00,62.53880000
DMPP-1 c,DMPP-1,1,4,6.58400000000,0.0733000000,,,0.057000,,1239.00,62.53880000
DMPP-1 d,DMPP-1,1,4,2.88200000000,0.0422000000,,,0.070000,,1632.00,62.53880000
DMPP-1 e,DMPP-1,1,4,5.51600000000,0.0651000000,,,0.070000,,1314.00,62.53880000
DMPP-2 b,DMPP-2,1,1,5.20720000000,0.0664000000,,,0.078000,,1000.00,137.94000000
DMPP-3 A b,DMPP-3 A,2,1,6.67320000000,0.0662000000,,,0.140000,,854.00,45.23000000
DMPP-3 A b,DMPP-3 A,2,1,6.67360000000,0.0662000000,,,0.000000,,854.00,45.23000000
DMPP-4 b,DMPP-4,1,1,3.49820000000,0.0485300000,,,0.063000,,,25.32840000
DP Leo b,DP Leo,2,1,8693.00000000000,8.6000000000,,1995.88832000,,,,305.68400000
DP Leo b,DP Leo,2,1,10220.00000000000,8.1900000000,,,0.390000,,,305.68400000
DS Tuc A b,DS Tuc A,2,1,8.13870000000,,5.63000000,413.17900000,,,,44.06220000
DS Tuc A b,DS Tuc A,2,1,8.13826800000,,5.70000000,,0.000000,,850.00,44.06220000
DS Tuc A b,DS Tuc A,2,1,8.13822217724,,6.17576816,,,115.8276,836.71,44.06220000
EPIC 201170410.02,EPIC 201170410,1,1,6.79870000000,0.0349000000,1.04700000,,0.000000,,,
EPIC 201238110 b,EPIC 201238110,1,1,28.16960000000,,2.20000000,,,,,159.25900000
EPIC 201238110 b,EPIC 201238110,1,1,28.16560000000,,1.87000000,,,,,159.25900000
EPIC 201427007 b,EPIC 201427007,1,1,0.72091000000,,1.50000000,,,,,706.39100000
EPIC 201497682 b,EPIC 201497682,1,1,2.13174000000,,0.69200000,,,,,253.02600000
EPIC 201595106 b,EPIC 201595106,1,2,0.87724000000,0.0177000000,1.56500000,7.67000000,0.000000,2852.0000,2038.00,232.10000000
EPIC 201595106 b,EPIC 201595106,1,2,0.87721400000,,1.30000000,,,,,232.10000000
EPIC 201595106 b,EPIC 201595106,1,2,0.87718300000,,1.40575209,,,,,232.10000000
EPIC 201595106 b,EPIC 201595106,1,2,0.87703000000,,1.20000000,,,,1874.00,232.10000000
EPIC 201615463 c,K2-166,1,2,3.80464000000,,1.22000000,,,,,476.88200000
EPIC 201754305 d,K2-16,1,3,2.71578000000,,1.03000000,,,,,334.96700000
EPIC 201757695.02,EPIC 201757695,1,1,2.04780000000,0.0296000000,0.90819000,,0.000000,,,
EPIC 201833600 c,K2-50,1,2,3.96165000000,,1.48000000,,,,,257.44300000
EPIC 201833600 c,K2-50,1,2,3.96151000000,,1.00000000,,,,,257.44300000
EPIC 201841433 b,EPIC 201841433,1,1,4.16980000000,0.0350000000,1.04000000,,,,,436.48800000
EPIC 201841433 b,EPIC 201841433,1,1,4.16888000000,,1.41000000,,,,,436.48800000
EPIC 201841433 b,EPIC 201841433,1,1,4.16959000000,,1.10000000,,,,,436.48800000
EPIC 205950854 c,K2-168,1,2,8.04680000000,,1.18000000,,,,,243.93500000
EPIC 205950854 c,K2-168,1,2,8.05072200000,,1.31000000,,,,960.60,243.93500000
EPIC 205950854 c,K2-168,1,2,8.05160000000,,1.62000000,,,,,243.93500000
EPIC 206024342 b,EPIC 206024342,1,3,4.50756000000,,1.70000000,,,,,369.88800000
EPIC 206024342 b,EPIC 206024342,1,3,4.50717000000,,1.44000000,,,,,369.88800000
EPIC 206024342 c,EPIC 206024342,1,3,0.91172400000,,1.40000000,,,,,369.88800000
EPIC 206024342 c,EPIC 206024342,1,3,0.91165670000,,1.35000000,,,,,369.88800000
EPIC 206024342 c,EPIC 206024342,1,3,0.91161800000,,1.16000000,,,,,369.88800000
EPIC 206024342 d,EPIC 206024342,1,3,14.64154100000,,2.94000000,,,,,369.88800000
EPIC 206024342 d,EPIC 206024342,1,3,14.63700000000,,4.00000000,,,,,369.88800000
EPIC 206024342 d,EPIC 206024342,1,3,14.64753100000,,2.60000000,,,,,369.88800000
EPIC 206024342 d,EPIC 206024342,1,3,14.64350000000,,2.52000000,,,,,369.88800000
EPIC 206032309 b,EPIC 206032309,1,1,2.87814000000,,1.01000000,,,,,161.36500000
EPIC 206042996 b,EPIC 206042996,1,2,5.29860000000,,1.70000000,,,,,451.76900000
EPIC 206042996 b,EPIC 206042996,1,2,5.29711000000,,1.62000000,,,,,451.76900000
EPIC 206042996 b,EPIC 206042996,1,2,5.29853000000,,3.32000000,,,,,451.76900000
EPIC 206042996 c,EPIC 206042996,1,2,0.35490972000,,1.45000000,,,,,451.76900000
EPIC 206042996 c,EPIC 206042996,1,2,0.35488400000,,1.20000000,,,,,451.76900000
EPIC 206215704 b,EPIC 206215704,1,1,2.25543600000,,1.00000000,,,,,109.88800000
EPIC 206215704 b,EPIC 206215704,1,1,2.25372000000,,0.90000000,,,,,109.88800000
EPIC 206215704 b,EPIC 206215704,1,1,2.25558000000,,2.00000000,,,,,109.88800000
EPIC 206317286 b,EPIC 206317286,1,2,1.58316000000,,1.22000000,,,,,314.35000000
EPIC 206317286 b,EPIC 206317286,1,2,1.58252000000,,0.96000000,,,,,314.35000000
EPIC 206317286 c,EPIC 206317286,1,2,17.51547200000,,2.09400000,,,,,314.35000000
EPIC 206317286 c,EPIC 206317286,1,2,17.51250000000,,2.15000000,,,,,314.35000000
EPIC 206317286 c,EPIC 206317286,1,2,17.50166200000,,2.63000000,,,,,314.35000000
EPIC 211822797 b,EPIC 211822797,1,1,21.15950000000,,,,,,,186.19700000
EPIC 211822797 b,EPIC 211822797,1,1,21.17623917000,,,,,,,186.19700000
EPIC 211822797 b,EPIC 211822797,1,1,21.16860000000,,2.18000000,,,,,186.19700000
EPIC 211822797 b,EPIC 211822797,1,1,21.17019630000,0.1195000000,1.92000000,,,,431.00,186.19700000
EPIC 211822797 b,EPIC 211822797,1,1,21.16986100000,0.1310000000,1.98000000,,0.060000,3.5000,,186.19700000
EPIC 211822797 b,EPIC 211822797,1,1,21.16961900000,,2.20000000,,0.180000,,,186.19700000
EPIC 211945201 b,EPIC 211945201,1,1,19.49100000000,,,,,,,181.69000000
EPIC 211945201 b,EPIC 211945201,1,1,19.49100000000,,5.50000000,11.00000000,,101.0000,809.00,181.69000000
EPIC 211945201 b,EPIC 211945201,1,1,19.49214730000,,5.50689000,,,31.9085,662.00,181.69000000
EPIC 211945201 b,EPIC 211945201,1,1,19.49213000000,0.1480000000,6.12000000,27.00000000,0.000000,,886.35,181.69000000
EPIC 211945201 b,EPIC 211945201,1,1,19.49179500000,,5.84689735,,,,,181.69000000
EPIC 211945201 b,EPIC 211945201,1,1,19.50735025000,,,,,,,181.69000000
EPIC 211945201 b,EPIC 211945201,1,1,19.49196500000,,6.80000000,,,,,181.69000000
EPIC 211945201 b,EPIC 211945201,1,1,19.49213200000,,6.00000000,,,,,181.69000000
EPIC 211945201 b,EPIC 211945201,1,1,19.49214980000,,,,,,,181.69000000
EPIC 211945201 b,EPIC 211945201,1,1,19.49183000000,,5.96000000,,,,,181.69000000
EPIC 211945201 b,EPIC 211945201,1,1,19.49221000000,0.1493000000,5.76000000,,,,817.00,181.69000000
EPIC 212297394 b,EPIC 212297394,1,2,2.28896000000,,1.83000000,,,,,418.39500000
EPIC 212297394 b,EPIC 212297394,1,2,2.28943000000,,1.32300000,,,,,418.39500000
EPIC 212297394 b,EPIC 212297394,1,2,2.28936300000,,1.48000000,,,,1149.00,418.39500000
EPIC 212297394 c,EPIC 212297394,1,2,5.21396500000,,2.27000000,,,,866.00,418.39500000
EPIC 212297394 c,EPIC 212297394,1,2,5.21300000000,,,,,,,418.39500000
EPIC 212297394 c,EPIC 212297394,1,2,5.21378000000,,2.29000000,,,,,418.39500000
EPIC 212424622 b,EPIC 212424622,1,1,18.09830000000,,2.17000000,,,,,611.80400000
EPIC 212424622 b,EPIC 212424622,1,1,18.09710000000,,2.21000000,,,,,611.80400000
EPIC 212499991 b,EPIC 212499991,1,1,34.88500000000,,1.60000000,,,,,283.29000000
EPIC 212587672 b,EPIC 212587672,1,2,15.28410000000,,1.39000000,,,,,320.07000000
EPIC 212587672 b,EPIC 212587672,1,2,15.28078000000,,1.26000000,,,,756.00,320.07000000
EPIC 212587672 b,EPIC 212587672,1,2,15.28410000000,,1.12000000,,,,,320.07000000
EPIC 212587672 c,EPIC 212587672,1,2,23.22600000000,,,,,,,320.07000000
EPIC 212587672 c,EPIC 212587672,1,2,23.22855500000,,2.32000000,,,,658.00,320.07000000
EPIC 212587672 c,EPIC 212587672,1,2,23.24110566000,,,,,,,320.07000000
EPIC 212587672 c,EPIC 212587672,1,2,23.22600000000,,2.30000000,,,,,320.07000000
EPIC 212587672 c,EPIC 212587672,1,2,23.22590000000,,2.31000000,,,,,320.07000000
EPIC 212587672 c,EPIC 212587672,1,2,23.22600100000,,2.24459533,,,,,320.07000000
EPIC 212624936 b,EPIC 212624936,1,2,0.57865700000,,1.20000000,,,,,561.92900000
EPIC 212624936 c,EPIC 212624936,1,2,11.81143700000,,2.30000000,,,,,561.92900000
EPIC 212624936 c,EPIC 212624936,1,2,11.81387000000,,2.67000000,,,,,561.92900000
EPIC 212737443 b,EPIC 212737443,1,2,13.60697954000,,,,,,,336.25000000
EPIC 212737443 b,EPIC 212737443,1,2,13.60300000000,0.0980000000,2.58600000,,0.200000,,536.00,336.25000000
EPIC 212737443 b,EPIC 212737443,1,2,13.60300000000,,,,,,,336.25000000
EPIC 212737443 c,EPIC 212737443,1,2,65.55000000000,0.2800000000,2.69000000,,0.200000,,316.00,336.25000000
EPIC 220492298 b,EPIC 220492298,1,1,0.76240600000,,0.99000000,,,,,624.51200000
EPIC 220554210 c,K2-282,1,2,0.70531000000,,1.48000000,,,,,496.28900000
EPIC 220554210 c,K2-282,1,2,0.70538600000,,1.73000000,,,,,496.28900000
EPIC 220554210 c,K2-282,1,2,0.70531000000,,1.60000000,,,,,496.28900000
EPIC 220674823 b,EPIC 220674823,1,2,0.57129200000,0.0116000000,1.52000000,8.36000000,0.000000,,2333.00,244.59000000
EPIC 220674823 b,EPIC 220674823,1,2,0.57133600000,,1.80000000,,,,,244.59000000
EPIC 220674823 b,EPIC 220674823,1,2,0.57131270000,0.0131400000,1.67600000,7.80000000,0.000000,4656.0000,2299.00,244.59000000
EPIC 220674823 b,EPIC 220674823,1,2,0.57100000000,,1.71200000,7.72000000,,,,244.59000000
EPIC 220674823 b,EPIC 220674823,1,2,0.57133100000,0.0134000000,1.82000000,,,,2119.00,244.59000000
EPIC 220674823 b,EPIC 220674823,1,2,0.57129200000,0.0132600000,1.72500000,8.21000000,0.000000,4670.0000,2300.00,244.59000000
EPIC 220674823 b,EPIC 220674823,1,2,0.57129900000,,1.66855539,,,,,244.59000000
EPIC 220674823 b,EPIC 220674823,1,2,0.57121200000,,1.60000000,,,,,244.59000000
EPIC 220674823 b,EPIC 220674823,1,2,0.57128500000,,1.81600000,,,,,244.59000000
EPIC 220674823 b,EPIC 220674823,1,2,0.57130800000,,1.46000000,,0.000000,,,244.59000000
EPIC 220674823 b,EPIC 220674823,1,2,0.57128200000,,1.87000000,8.03000000,,4740.0000,2115.00,244.59000000
EPIC 220674823 b,EPIC 220674823,1,2,0.57133600000,0.0131200000,1.82000000,9.00000000,,4293.0000,2063.00,244.59000000
EPIC 220674823 c,EPIC 220674823,1,2,13.34124500000,,2.53000000,,0.000000,,,244.59000000
EPIC 220674823 c,EPIC 220674823,1,2,13.33974600000,,2.70490157,,,,,244.59000000
EPIC 220674823 c,EPIC 220674823,1,2,13.33868700000,,2.80000000,,,,,244.59000000
EPIC 220674823 c,EPIC 220674823,1,2,13.33989000000,0.1073000000,2.84000000,7.32000000,0.170000,70.0000,804.00,244.59000000
EPIC 220674823 c,EPIC 220674823,1,2,13.33870000000,0.1071000000,2.77000000,5.70000000,,64.0000,722.00,244.59000000
EPIC 220674823 c,EPIC 220674823,1,2,13.33461500000,,2.20000000,,,,,244.59000000
EPIC 220674823 c,EPIC 220674823,1,2,13.33970000000,0.1083000000,2.83600000,8.90000000,0.130000,70.0000,805.00,244.59000000
EPIC 220674823 c,EPIC 220674823,1,2,13.33970000000,0.1050000000,2.50000000,5.80000000,0.180000,,774.00,244.59000000
EPIC 220674823 c,EPIC 220674823,1,2,13.33877000000,,3.79000000,,,,,244.59000000
EPIC 220674823 c,EPIC 220674823,1,2,13.33907900000,0.1091000000,2.73000000,,,,741.00,244.59000000
EPIC 220674823 c,EPIC 220674823,1,2,13.33918000000,,3.01000000,5.00000000,,71.0000,740.00,244.59000000
EPIC 228836835 b,EPIC 228836835,1,1,0.72811300000,,1.10000000,,,,,150.12400000
EPIC 228836835 b,EPIC 228836835,1,1,0.72813000000,,1.27000000,,,,932.00,150.12400000
EPIC 229004835 b,EPIC 229004835,1,1,16.14113200000,0.1237000000,2.33200000,10.40000000,0.230000,69.7000,804.00,121.97100000
EPIC 229004835 b,EPIC 229004835,1,1,16.14044200000,,2.05969274,,,,,121.97100000
EPIC 229004835 b,EPIC 229004835,1,1,16.13880000000,,2.18000000,19.30000000,,68.9000,734.00,121.97100000
EPIC 229004835 b,EPIC 229004835,1,1,16.13655000000,,2.02000000,,,,739.00,121.97100000
EPIC 246851721 b,EPIC 246851721,2,1,6.18023500000,0.0722900000,11.78065900,953.49000000,,642.0000,1401.00,372.63200000
EPIC 246851721 b,EPIC 246851721,2,1,6.18026790000,,,,,,,372.63200000
EPIC 246851721 b,EPIC 246851721,2,1,6.18026138745,,13.70374653,,,923.6302,1406.03,372.63200000
EPIC 248847494 b,EPIC 248847494,1,1,3650.00000000000,4.5000000000,12.44199000,4131.79000000,0.000000,0.1900,183.00,551.88600000
